Usambara shrew,Crocidura usambarae,,Africa,Tanzania,Unknown,Vulnerable (VU)
Soricomys kalinga,Soricomys kalinga,,Asia,Philippines,Unknown,Least concern (LC)
Neoromicia robertsi,Neoromicia robertsi,,Africa,Madagascar,Stable,Data deficient (DD)
Malayan horseshoe bat,Rhinolophus malayanus,,Asia,"Cambodia, Laos, Malaysia, Myanmar, Thailand, Viet Nam",Stable,Least concern (LC)
Ozimops planiceps,Ozimops planiceps,,Asia,"Australia, Indonesia",Decreasing,Least concern (LC)
Schwartz's myotis,Myotis martiniquensis,,North America,"Barbados, Dominica, Guadeloupe",Unknown,Near Threatened (NT)
Peters's disk-winged bat,Thyroptera discifera,,"South America, North America","Costa Rica, Nicaragua, Panama, Ecuador, Bolivia, Brazil, Colombia, Peru, Suriname, Venezuela",Unknown,Least concern (LC)
Veracruz shrew,Sorex veraecrucis,,North America,Mexico,Stable,Least concern (LC)
Philippine forest roundleaf bat,Hipposideros obscurus,,Asia,Philippines,Unknown,Least concern (LC)
Smith's shrew,Chodsigoa smithii,,Asia,China,Decreasing,Near Threatened (NT)
Sulawesi horseshoe bat,Rhinolophus celebensis,,Asia,Indonesia,Unknown,Least concern (LC)
Woosnam's broad-headed mouse,Zelotomys woosnami,,Africa,"South Africa, Angola, Botswana, Namibia  Afrotropical",Stable,Least concern (LC)
Eastern long-fingered bat,Myotis macrodactylus,,Asia,"China, Japan, North Korea, South Korea, Russia",Unknown,Least concern (LC)
Flute-nosed bat,Murina florium,,Asia,"Australia, Papua New Guinea, Indonesia",Unknown,Least concern (LC)
Frosted sac-winged bat,Saccopteryx canescens,,South America,"Ecuador, Brazil, Colombia, Guyana, Peru, Suriname, Venezuela",Unknown,Least concern (LC)
MacArthur's shrew,Crocidura macarthuri,,Africa,"Kenya, Somalia",Unknown,Least concern (LC)
Malagasy serotine,Neoromicia matroka,,Africa,Madagascar,Unknown,Least concern (LC)
Northern little yellow-eared bat,Vampyressa thyone,,"South America, North America","Mexico, Bolivia, Brazil, Guyana, Peru, Venezuela",Unknown,Least concern (LC)
Titania's woolly bat,Kerivoula titania,,Asia,"China, Taiwan, Cambodia, Laos, Myanmar, Thailand, Viet Nam",Unknown,Least concern (LC)
Large rufous horseshoe bat,Rhinolophus rufus,,Asia,Philippines,Decreasing,Near Threatened (NT)
Raffray's sheath-tailed bat,Emballonura raffrayana,,Asia,"Papua New Guinea, Solomon Islands, Indonesia",Unknown,Least concern (LC)
Sahelian tiny shrew,Crocidura pasha,,Africa,"Ethiopia, Mali, Sudan",Unknown,Least concern (LC)
Bokhara horseshoe bat,Rhinolophus bocharicus,,Asia,"Afghanistan, Iran, Kazakhstan, Kyrgyzstan,  Tajikistan, Turkmenistan, Uzbekistan",Stable,Least concern (LC)
Andrew Rebori's house bat,Scotophilus andrewreborii,,Africa,Kenya,Unknown,Least concern (LC)
Gray long-tongued bat,Glossophaga leachii,,North America,"Costa Rica, El Salvador, Guatemala, Honduras, Mexico, Nicaragua",Stable,Least concern (LC)
Guianan spear-nosed bat,Phyllostomus latifolius,,South America,"Brazil, Colombia, Guyana, Suriname, Venezuela",Unknown,Least concern (LC)
Paraguayan punaré,Thrichomys pachyurus,,South America,"Bolivia, Brazil, Paraguay",Unknown,Least concern (LC)
Bala tube-nosed bat,Murina balaensis,,Asia,Thailand,Unknown,Critically endangered (CR)
Benito roundleaf bat,Hipposideros beatus,,Africa,"Equatorial Guinea, Cameroon, Congo, DR Congo, Gabon, Ghana, Guinea, Liberia, Nigeria, Sierra Leone,",Decreasing,Least concern (LC)
Sulawesi forest rat,Taeromys punicans,,Asia,Indonesia,Unknown,Data deficient (DD)
Velvety myotis,Myotis simus,,South America,"Ecuador, Argentina, Bolivia, Brazil, Colombia, Paraguay, Peru",Unknown,Data deficient (DD)
Handley's nectar bat,Lonchophylla handleyi,,South America,"Ecuador, Colombia, Peru",Unknown,Least concern (LC)
Malayan roundleaf bat,Hipposideros nequam,,Asia,Malaysia,Unknown,Data deficient (DD)
Schmidts's big-eared bat,Micronycteris schmidtorum,,"South America, North America","Belize, Costa Rica, El Salvador, Guatemala, Honduras, Mexico, Nicaragua, Panama, Bolivia, Brazil,",Stable,Least concern (LC)
Tien Shan shrew,Sorex asper,,Asia,"China, Kazakhstan, Kyrgyzstan",Unknown,Least concern (LC)
Southern myotis,Myotis aelleni,,South America,Argentina,Unknown,Data deficient (DD)
Major's tufted-tailed rat,Eliurus majori,,Africa,Madagascar,Unknown,Least concern (LC)
Ejeta's house bat,Scotophilus ejetai,,Africa,Ethiopia,Unknown,Least concern (LC)
Chiriquinan serotine,Eptesicus chiriquinus,,"South America, North America","Costa Rica, Mexico, Panama, Ecuador, Argentina, Bolivia, Brazil, Colombia, Guyana, Peru,",Unknown,Least concern (LC)
Little big-eyed bat,Chiroderma trinitatum,,"South America, North America","Trinidad and Tobago, Panama, Ecuador, Bolivia, Brazil, Colombia, Guyana, Peru, Suriname, Venezuela",Unknown,Least concern (LC)
White-tipped tufted-tailed rat,Eliurus penicillatus,,Africa,Madagascar,Unknown,Endangered (EN)
Lesser Taiwanese shrew,Chodsigoa sodalis,,Asia,Taiwan,Unknown,Data deficient (DD)
Betsileo short-tailed rat,Brachyuromys betsileoensis,,Africa,Madagascar,Unknown,Least concern (LC)
Little Nepalese horseshoe bat,Rhinolophus subbadius,,Asia,"China, India, Bangladesh, Myanmar, Nepal",Decreasing,Least concern (LC)
Saline red bat,Lasiurus salinae,,South America,"Argentina, Brazil, Uruguay",Unknown,Data deficient (DD)
Sulawesi free-tailed bat,Mops sarasinorum,,Asia,"Indonesia, Philippines",Unknown,Data deficient (DD)
Peters's sheath-tailed bat,Paremballonura atrata,,Africa,Madagascar,Unknown,Least concern (LC)
Thomas's horseshoe bat,Rhinolophus thomasi,,Asia,"China, Laos, Myanmar, Thailand, Viet Nam",Unknown,Least concern (LC)
Chinese highland shrew,Sorex excelsus,,Asia,"China, Nepal",Unknown,Least concern (LC)
Creagh's horseshoe bat,Rhinolophus creaghi,,Asia,"Brunei, Indonesia, Malaysia, Philippines",Decreasing,Least concern (LC)
Sclater's mouse shrew,Myosorex sclateri,,Africa,South Africa,Decreasing,Vulnerable (VU)
Thai horseshoe bat,Rhinolophus siamensis,,Asia,"China, Laos, Thailand, Viet Nam",Unknown,Least concern (LC)
Long-toothed pipistrelle,Hypsugo dolichodon,,Asia,"Cambodia, Laos, Myanmar, Viet Nam",Unknown,Data deficient (DD)
Red-brown pipistrelle,Hypsugo kitcheneri,,Asia,"Indonesia, Malaysia",Unknown,Data deficient (DD)
Brosset's big-eared bat,Micronycteris brosseti,,South America,"Brazil, Guyana, Peru",Unknown,Data deficient (DD)
Greater long-tailed bat,Choeroniscus periosus,,South America,"Ecuador, Colombia",Unknown,Vulnerable (VU)
Peters's wrinkle-lipped bat,Mormopterus jugularis,,Africa,Madagascar,Unknown,Least concern (LC)
Zacatecas shrew,Sorex emarginatus,,North America,Mexico,Decreasing,Least concern (LC)
Thalia's shrew,Crocidura thalia,,Africa,"DR Congo, Ethiopia",Unknown,Least concern (LC)
Polia's shrew,Crocidura polia,,Africa,DR Congo,Unknown,Data deficient (DD)
Schaller's mouse shrew,Myosorex schalleri,,Africa,DR Congo,Unknown,Data deficient (DD)
Brown mastiff bat,Promops nasutus,,"South America, North America","Trinidad and Tobago, Ecuador, Argentina, Bolivia, Brazil, Guyana, Paraguay, Peru, Suriname, Venezuela",Unknown,Least concern (LC)
De Vivo's disk-winged bat,Thyroptera devivoi,,South America,"Brazil, Guyana",Unknown,Data deficient (DD)
Jouvenet's shrew,Crocidura jouvenetae,,Africa,"Guinea, Liberia, Sierra Leone,",Unknown,Least concern (LC)
Hispaniolan greater funnel-eared bat,Natalus major,,North America,Dominican Republic,Decreasing,Near Threatened (NT)
Shortridge's rat,Thallomys shortridgei,,Africa,South Africa,Unknown,Data deficient (DD)
Curacao myotis,Myotis nesopolus,,"South America, North America","Colombia, Venezuela",Unknown,Least concern (LC)
Broad-eared horseshoe bat,Rhinolophus euryotis,,Asia,Indonesia,Unknown,Least concern (LC)
Maggie Taylor's roundleaf bat,Hipposideros maggietaylorae,,Asia,"Papua New Guinea, Indonesia",Stable,Least concern (LC)
Dominican myotis,Myotis dominicensis,,North America,"Dominica, Guadeloupe",Unknown,Vulnerable (VU)
Marovaza house bat,Scotophilus marovaza,,Africa,Madagascar,Unknown,Least concern (LC)
Ludia's shrew,Crocidura ludia,,Africa,"Central African Republic, DR Congo",Unknown,Least concern (LC)
Mérida brocket,Mazama bricenii,,South America,"Colombia, Venezuela",Decreasing,Vulnerable (VU)
Daniel's tufted-tailed rat,Eliurus danieli,,Africa,Madagascar,Unknown,Least concern (LC)
Neriad horseshoe bat,Rhinolophus nereis,,Asia,Indonesia,Unknown,Data deficient (DD)
Tate's shrew rat,Tateomys rhinogradoides,,Asia,Indonesia,Stable,Data deficient (DD)
Choco broad-nosed bat,Platyrrhinus chocoensis,,"South America, North America","Panama, Ecuador, Colombia",Decreasing,Vulnerable (VU)
Kei myotis,Myotis stalkeri,,Asia,Indonesia,Unknown,Data deficient (DD)
Annamit myotis,Myotis annamiticus,,Asia,"Laos, Viet Nam",Unknown,Data deficient (DD)
Eumops nanus,Eumops nanus,,"South America, North America","Belize, Honduras, Mexico,  Nicaragua, Panama, Colombia, Guyana, Peru,  Venezuela",Stable,Least concern (LC)
Seri's sheath-tailed bat,Emballonura serii,,Asia,"Papua New Guinea, Indonesia",Decreasing,Vulnerable (VU)
Behn's bat,Glyphonycteris behnii,,South America,"Brazil, Peru",Unknown,Data deficient (DD)
Patagonian bonneted bat,Eumops patagonicus,,South America,"Argentina, Bolivia, Paraguay",Stable,Least concern (LC)
Myotis flavus,Myotis flavus,,Asia,"China, Taiwan, India, Nepal, Viet Nam,  Afghanistan, Pakistan  Indomalayan, Palearctic",Decreasing,Near Threatened (NT)
Crested roundleaf bat,Hipposideros inexpectatus,,Asia,Indonesia,Unknown,Data deficient (DD)
Davis's round-eared bat,Lophostoma evotis,,North America,"Belize, Guatemala, Honduras, Mexico",Stable,Least concern (LC)
Dark-nosed small-footed myotis,Myotis melanorhinus,,North America,"Mexico, Canada, United States",Stable,Least concern (LC)
Orbiculus leaf-nosed bat,Hipposideros orbiculus,,Asia,"Indonesia, Malaysia",Decreasing,Vulnerable (VU)
Handley's tailless bat,Anoura cultrata,,"South America, North America","Costa Rica, Panama, Ecuador, Bolivia, Colombia, Peru, Venezuela",Decreasing,Least concern (LC)
Maendeleo horseshoe bat,Rhinolophus maendeleo,,Africa,Tanzania,Unknown,Data deficient (DD)
Lesser brown horseshoe bat,Rhinolophus stheno,,Asia,"Indonesia, Malaysia, Thailand, Viet Nam",Stable,Least concern (LC)
Timor roundleaf bat,Hipposideros crumeniferus,,Asia,Indonesia,Unknown,Data deficient (DD)
Buffy broad-nosed bat,Platyrrhinus infuscus,,South America,"Ecuador, Bolivia, Brazil, Colombia, Peru",Unknown,Least concern (LC)
Northern sword-nosed bat,Lonchorhina inusitata,,South America,"Brazil, Suriname, Venezuela",Unknown,Data deficient (DD)
Pitman's shrew,Crocidura pitmani,,Africa,Zambia,Unknown,Data deficient (DD)
Insular horseshoe bat,Rhinolophus keyensis,,Asia,"Indonesia, Timor-Leste",Unknown,Data deficient (DD)
Big-eared roundleaf bat,Hipposideros macrobullatus,,Asia,Indonesia,Unknown,Data deficient (DD)
Danfoss's mouse lemur,Microcebus danfossi,,Africa,Madagascar,Decreasing,Vulnerable (VU)
Jones's roundleaf bat,Hipposideros jonesi,,Africa,"Burkina Faso, Ghana, Guinea, Liberia, Mali, Nigeria, Sierra Leone,",Decreasing,Near Threatened (NT)
Louis's yellow-shouldered bat,Sturnira luisi,,"South America, North America","Costa Rica, Panama, Ecuador, Colombia, Peru",Unknown,Least concern (LC)
Osgood's horseshoe bat,Rhinolophus osgoodi,,Asia,"China, Viet Nam",Stable,Least concern (LC)
Dayak roundleaf bat,Hipposideros dyacorum,,Asia,"Brunei, Indonesia, Malaysia",Unknown,Least concern (LC)
Eloquent horseshoe bat,Rhinolophus eloquens,,Africa,"DR Congo, Kenya, Rwanda, Somalia, South Sudan, Tanzania, Uganda",Unknown,Least concern (LC)
Borneo roundleaf bat,Hipposideros doriae,,Asia,"Indonesia, Malaysia",Decreasing,Near Threatened (NT)
Red myotis,Myotis ruber,,South America,"Argentina, Brazil, Paraguay, Uruguay",Unknown,Near Threatened (NT)
Drylands vesper mouse,Calomys musculinus,,South America,"Argentina, Bolivia, Paraguay",Stable,Least concern (LC)
Johnstone's mastiff bat,Otomops johnstonei,,Asia,Indonesia,Unknown,Data deficient (DD)
Nepal myotis,Myotis nipalensis,,Asia,"China, India, Nepal, Afghanistan, Armenia, Azerbaijan, Georgia, Iran, Kazakhstan, Kyrgyzstan,",Unknown,Least concern (LC)
Sumba roundleaf bat,Hipposideros sumbae,,Asia,Indonesia,Decreasing,Least concern (LC)
Chaerephon jobimena,Chaerephon jobimena,,Africa,Madagascar,Unknown,Least concern (LC)
Menchu's little yellow bat,Rhogeessa menchuae,,North America,"Guatemala, Honduras",Unknown,Data deficient (DD)
Shamel's horseshoe bat,Rhinolophus shameli,,Asia,"Cambodia, Laos, Thailand, Viet Nam",Stable,Least concern (LC)
Mistratoan yellow-shouldered bat,Sturnira mistratensis,,South America,Colombia,Unknown,Data deficient (DD)
Peale's free-tailed bat,Nyctinomops aurispinosus,,"South America, North America","Honduras, Mexico, Ecuador, Bolivia, Brazil, Colombia, Peru, Venezuela",Unknown,Least concern (LC)
Yellowish myotis,Myotis levis,,South America,"Argentina, Brazil, Paraguay, Uruguay",Unknown,Least concern (LC)
Simon's spiny rat,Proechimys simonsi,,South America,"Ecuador, Bolivia, Brazil, Colombia, Peru",Unknown,Least concern (LC)
Bogotá yellow-shouldered bat,Sturnira bogotensis,,South America,"Ecuador, Colombia, Peru, Venezuela",Stable,Least concern (LC)
Cadena's tailless bat,Anoura cadenai,,South America,Colombia,Unknown,Data deficient (DD)
Maduran leaf-nosed bat,Hipposideros madurae,,Asia,Indonesia,Unknown,Least concern (LC)
Talamancan yellow-shouldered bat,Sturnira mordax,,North America,"Costa Rica, Panama",Stable,Least concern (LC)
Groove-toothed bat,Phoniscus atrox,,Asia,"Indonesia, Malaysia, Thailand",Decreasing,Near Threatened (NT)
Sakeji horseshoe bat,Rhinolophus sakejiensis,,Africa,Zambia,Unknown,Data deficient (DD)
Burma pipistrelle,Hypsugo lophurus,,Asia,Myanmar,Unknown,Data deficient (DD)
Convex horseshoe bat,Rhinolophus convexus,,Asia,"Laos, Malaysia",Unknown,Data deficient (DD)
D'Orbigny's tuco-tuco,Ctenomys dorbignyi,,South America,Argentina,Decreasing,Near Threatened (NT)
Hairy-tailed antsangy,Brachytarsomys villosa,,Africa,Madagascar,Unknown,Vulnerable (VU)
Trinidad spiny rat,Proechimys trinitatis,,"South America, North America","Trinidad and Tobago, Venezuela",Unknown,Data deficient (DD)
Big bonneted bat,Eumops dabbenei,,South America,"Argentina, Bolivia, Brazil, Colombia, Paraguay, Venezuela",Unknown,Least concern (LC)
New Guinea waterside rat,Parahydromys asper,,Asia,"Papua New Guinea, Indonesia",Unknown,Least concern (LC)
Ellerman's tufted-tailed rat,Eliurus ellermani,,Africa,Madagascar,Unknown,Data deficient (DD)
Ziama horseshoe bat,Rhinolophus ziama,,Africa,"Guinea, Liberia, Sierra Leone",Decreasing,Endangered (EN)
Findley's myotis,Myotis findleyi,,North America,Mexico,Decreasing,Endangered (EN)
Greater yellow-shouldered bat,Sturnira magna,,South America,"Ecuador, Bolivia, Brazil, Colombia, Peru",Stable,Least concern (LC)
Lesser tufted-tailed rat,Eliurus minor,,Africa,Madagascar,Unknown,Least concern (LC)
Indonesian tomb bat,Taphozous achates,,Asia,"Indonesia, Timor-Leste",Unknown,Data deficient (DD)
Long-tailed shrew rat,Tateomys macrocercus,,Asia,Indonesia,Unknown,Data deficient (DD)
Northern Sulawesi echiothrix,Echiothrix leucura,,Asia,Indonesia,Decreasing,Endangered (EN)
Phou Khao Khouay leaf-nosed bat,Hipposideros khaokhouayensis,,Asia,"Laos, Viet Nam",Decreasing,Vulnerable (VU)
Lesser yellow-shouldered bat,Sturnira nana,,South America,"Ecuador, Peru",Unknown,Endangered (EN)
Marshall's horseshoe bat,Rhinolophus marshalli,,Asia,"China, Laos, Malaysia, Myanmar, Thailand, Viet Nam",Unknown,Least concern (LC)
Short-tailed roundleaf bat,Hipposideros curtus,,Africa,"Equatorial Guinea, Cameroon, Nigeria",Decreasing,Endangered (EN)
Kachin woolly bat,Kerivoula kachinensis,,Asia,"Laos, Myanmar, Thailand, Viet Nam",Stable,Least concern (LC)
Shadowy broad-nosed bat,Platyrrhinus umbratus,,South America,"Colombia, Venezuela",Unknown,Data deficient (DD)
Vieira's long-tongued bat,Xeronycteris vieirai,,South America,Brazil,Unknown,Data deficient (DD)
Cinnamon myotis,Myotis fortidens,,North America,"Guatemala, Mexico",Unknown,Least concern (LC)
Madura horseshoe bat,Rhinolophus madurensis,,Asia,Indonesia,Decreasing,Vulnerable (VU)
New Guinea long-eared bat,Nyctophilus microtis,,Asia,"Papua New Guinea, Indonesia",Stable,Least concern (LC)
Philippine pygmy roundleaf bat,Hipposideros pygmaeus,,Asia,Philippines,Unknown,Least concern (LC)
Schultz's round-eared bat,Lophostoma schulzi,,South America,"Brazil, Guyana, Suriname",Unknown,Least concern (LC)
Charming thicket rat,Thamnomys venustus,,Africa,"DR Congo, Uganda",Decreasing,Least concern (LC)
Sooty roundleaf bat,Hipposideros fuliginosus,,Africa,"Cameroon, DR Congo, Gabon, Ghana, Guinea, Liberia, Nigeria, Sierra Leone, Uganda,  Afrotropical",Decreasing,Least concern (LC)
Ernst Mayr's water rat,Leptomys ernstmayri,,Asia,"Papua New Guinea, Indonesia",Unknown,Least concern (LC)
Bidentate yellow-shouldered bat,Sturnira bidens,,South America,"Ecuador, Colombia, Peru, Venezuela",Stable,Least concern (LC)
Formosan woolly horseshoe bat,Rhinolophus formosae,,Asia,Taiwan,Decreasing,Least concern (LC)
Ridley's bat,Myotis ridleyi,,Asia,"Brunei, Indonesia, Malaysia, Thailand",Decreasing,Near Threatened (NT)
Eger's long-fingered bat,Miniopterus egeri,,Africa,Madagascar,Unknown,Least concern (LC)
Thomas's small-eared shrew,Cryptotis thomasi,,South America,Colombia,Stable,Least concern (LC)
Akodon affinis,Akodon affinis,,South America,Colombia,Stable,Least concern (LC)
Large Mindanao roundleaf bat,Hipposideros coronatus,,Asia,Philippines,Unknown,Data deficient (DD)
Peleng leaf-nosed bat,Hipposideros pelingensis,,Asia,Indonesia,Decreasing,Near Threatened (NT)
Central Sulawesi echiothrix,Echiothrix centrosa,,Asia,Indonesia,Decreasing,Vulnerable (VU)
Joffre's pipistrelle,Hypsugo joffrei,,Asia,"India, Myanmar, Nepal, Viet Nam",Unknown,Data deficient (DD)
Short-headed roundleaf bat,Hipposideros breviceps,,Asia,Indonesia,Unknown,Data deficient (DD)
Large Asian roundleaf bat,Hipposideros lekaguli,,Asia,"Malaysia, Philippines, Thailand",Decreasing,Near Threatened (NT)
Sorensen's leaf-nosed bat,Hipposideros sorenseni,,Asia,Indonesia,Unknown,Vulnerable (VU)
Vordermann's pipistrelle,Hypsugo vordermanni,,Asia,"Brunei, Indonesia, Malaysia",Unknown,Data deficient (DD)
Cox's roundleaf bat,Hipposideros coxi,,Asia,Malaysia,Decreasing,Endangered (EN)
Biak roundleaf bat,Hipposideros papua,,Asia,Indonesia,Stable,Least concern (LC)
Peterson's long-fingered bat,Miniopterus petersoni,,Africa,Madagascar,Unknown,Data deficient (DD)
Western sheath-tailed bat,Paremballonura tiavato,,Africa,Madagascar,Unknown,Least concern (LC)
Bickham's little yellow bat,Rhogeessa bickhami,,North America,"Costa Rica, El Salvador, Guatemala, Honduras, Mexico, Nicaragua",Stable,Least concern (LC)
Matapalo broad-nosed bat,Platyrrhinus matapalensis,,South America,"Ecuador, Peru",Decreasing,Near Threatened (NT)
Ethiopian large-eared roundleaf bat,Hipposideros megalotis,,"Africa, Asia","Djibouti, Eritrea, Ethiopia, Kenya, Saudi Arabia",Unknown,Least concern (LC)
Anjouan myotis,Myotis anjouanensis,,Africa,Comoros,Unknown,Data deficient (DD)
Dryadonycteris capixaba,Dryadonycteris capixaba,,South America,Brazil,Unknown,Data deficient (DD)
Miller's mastiff bat,Molossus pretiosus,,"South America, North America","Costa Rica, Mexico, Nicaragua, Panama, Brazil, Colombia, Guyana, Venezuela",Unknown,Least concern (LC)
Coiban mastiff bat,Molossus coibensis,,"South America, North America","Costa Rica, El Salvador, Guatemala, Honduras, Mexico, Nicaragua, Panama, Ecuador, Brazil,  Colombia,",Unknown,Least concern (LC)
Forest horseshoe bat,Rhinolophus silvestris,,Africa,"Congo, Gabon",Decreasing,Data deficient (DD)
Gilded tube-nosed bat,Murina rozendaali,,Asia,"Brunei, Indonesia, Malaysia",Decreasing,Vulnerable (VU)
Grand roundleaf bat,Hipposideros grandis,,Asia,"China, Myanmar, Thailand, Viet Nam",Unknown,Least concern (LC)
Malagasy mouse-eared bat,Myotis goudoti,,Africa,Madagascar,Unknown,Least concern (LC)
Oecomys concolor,Oecomys concolor,,South America,"Ecuador, Bolivia, Brazil, Colombia, Guyana,  Peru, Venezuela",Unknown,Least concern (LC)
Ruwenzori horseshoe bat,Rhinolophus ruwenzorii,,Africa,"DR Congo, Rwanda, Uganda",Decreasing,Endangered (EN)
Broad-toothed tailless bat,Anoura latidens,,South America,"Colombia, Guyana, Peru, Venezuela",Stable,Least concern (LC)
Luis Manuel's tailless bat,Anoura luismanueli,,South America,"Colombia, Venezuela",Stable,Least concern (LC)
Sanborn's bonneted bat,Eumops hansae,,"South America, North America","Costa Rica, Honduras, Mexico, Panama, Ecuador, Bolivia, Brazil, Colombia, Guyana, Peru,",Unknown,Least concern (LC)
Montane myotis,Myotis oxyotus,,"South America, North America","Costa Rica, Panama, Ecuador, Bolivia, Colombia,  Peru, Venezuela",Unknown,Least concern (LC)
Malagasy white-bellied free-tailed bat,Mops leucostigma,,Africa,Madagascar,Unknown,Least concern (LC)
Western long-tongued bat,Glossophaga morenoi,,North America,Mexico,Stable,Least concern (LC)
Peters's trumpet-eared bat,Phoniscus jagorii,,Asia,"Indonesia, Laos, Malaysia, Myanmar, Philippines, Thailand, Viet Nam",Unknown,Least concern (LC)
Peters's tube-nosed bat,Harpiola grisea,,Asia,India,Unknown,Data deficient (DD)
Fly River roundleaf bat,Hipposideros muscinus,,Asia,"Papua New Guinea, Indonesia",Unknown,Least concern (LC)
Mitred horseshoe bat,Rhinolophus mitratus,,Asia,India,Unknown,Data deficient (DD)
Peninsular horseshoe bat,Rhinolophus robinsoni,,Asia,"Malaysia, Thailand",Decreasing,Near Threatened (NT)
Sturnira koopmanhilli,Sturnira koopmanhilli,,South America,"Ecuador, Colombia",Unknown,Data deficient (DD)
Glen's long-fingered bat,Miniopterus gleni,,Africa,Madagascar,Unknown,Data deficient (DD)
Sanborn's big-eared bat,Micronycteris sanborni,,South America,Brazil,Unknown,Least concern (LC)
Western round-eared bat,Lophostoma occidentalis,,South America,"Ecuador, Colombia, Peru",Decreasing,Near Threatened (NT)
Eligmodontia typus,Eligmodontia typus,,South America,Argentina,Stable,Least concern (LC)
Greater roundleaf bat,Hipposideros camerunensis,,Africa,"Cameroon, DR Congo, Kenya",Unknown,Data deficient (DD)
Northern water rat,Paraleptomys rufilatus,,Asia,"Papua New Guinea, Indonesia",Unknown,Endangered (EN)
Peninsular myotis,Myotis peninsularis,,North America,Mexico,Decreasing,Endangered (EN)
Short-haired water rat,Paraleptomys wilhelmina,,Asia,"Papua New Guinea, Indonesia",Unknown,Data deficient (DD)
Grandidier's trident bat,Paratriaenops auritus,,Africa,Madagascar,Unknown,Vulnerable (VU)
Major's long-fingered bat,Miniopterus majori,,Africa,Madagascar,Unknown,Least concern (LC)
Shortridge's horseshoe bat,Rhinolophus shortridgei,,Asia,"India, Myanmar",Unknown,Data deficient (DD)
Shield-faced roundleaf bat,Hipposideros lylei,,Asia,"China, Malaysia, Myanmar, Thailand, Viet Nam",Decreasing,Least concern (LC)
Malagasy slit-faced bat,Nycteris madagascariensis,,Africa,Madagascar,Unknown,Data deficient (DD)
Napo spiny rat,Proechimys quadruplicatus,,South America,"Ecuador, Brazil, Colombia, Peru, Venezuela",Stable,Least concern (LC)
Akodon sylvanus,Akodon sylvanus,,South America,Argentina,Stable,Least concern (LC)
Guianan bonneted bat,Eumops maurus,,South America,"Ecuador, Guyana, Peru, Suriname, Venezuela",Decreasing,Data deficient (DD)
Roberto's spiny rat,Proechimys roberti,,South America,Brazil,Stable,Least concern (LC)
Wollaston's roundleaf bat,Hipposideros wollastoni,,Asia,"Papua New Guinea, Indonesia",Unknown,Least concern (LC)
Carmen Mountain shrew,Sorex milleri,,North America,Mexico,Decreasing,Vulnerable (VU)
Telefomin roundleaf bat,Hipposideros corynophyllus,,Asia,"Papua New Guinea, Indonesia",Unknown,Least concern (LC)
Maluku myotis,Myotis moluccarum,,Asia,Indonesia,Unknown,Least concern (LC)
Steere's spiny rat,Proechimys steerei,,South America,"Bolivia, Brazil, Peru",Unknown,Least concern (LC)
Philippine long-fingered bat,Miniopterus paululus,,Asia,"Indonesia, Malaysia, Philippines, Timor-Leste",Unknown,Data deficient (DD)
Platyrrhinus albericoi,Platyrrhinus albericoi,,South America,"Ecuador, Bolivia, Colombia, Peru",Unknown,Least concern (LC)
Thomas's broad-nosed bat,Platyrrhinus dorsalis,,South America,"Ecuador, Colombia",Unknown,Least concern (LC)
Campo-Ma'an fruit bat,Casinycteris campomaanensis,,Africa,"Cameroon, Congo, Nigeria",Unknown,Data deficient (DD)
Thick-thumbed myotis,Myotis rosseti,,Asia,"Cambodia, Laos, Thailand, Viet Nam",Unknown,Least concern (LC)
Yates's big-eared bat,Micronycteris yatesi,,South America,Bolivia,Unknown,Data deficient (DD)
Griffith's long-fingered bat,Miniopterus griffithsi,,Africa,Madagascar,Unknown,Data deficient (DD)
Elias's Atlantic spiny rat,Trinomys eliasi,,South America,Brazil,Decreasing,Near Threatened (NT)
Soriano's yellow-shouldered bat,Sturnira sorianoi,,South America,"Bolivia, Venezuela",Unknown,Data deficient (DD)
Bronze tube-nosed bat,Murina aenea,,Asia,"Brunei, Indonesia, Malaysia, Thailand",Decreasing,Vulnerable (VU)
Yonenaga's Atlantic spiny rat,Trinomys yonenagae,,South America,Brazil,Decreasing,Endangered (EN)
Herman's myotis,Myotis hermani,,Asia,"Indonesia, Malaysia, Thailand",Unknown,Data deficient (DD)
Notiosorex cockrumi,Notiosorex cockrumi,,North America,"Mexico, United States",Stable,Least concern (LC)
Tschudi's yellow-shouldered bat,Sturnira oporaphilum,,South America,"Argentina, Bolivia, Peru",Unknown,Least concern (LC)
Gomantong myotis,Myotis gomantongensis,,Asia,Malaysia,Unknown,Least concern (LC)
Soft-spined Atlantic spiny rat,Trinomys dimidiatus,,South America,Brazil,Unknown,Least concern (LC)
Trujillo,Scotophilus trujilloi,,Africa,Kenya,Unknown,Least concern (LC)
Miniopterus sororculus,Miniopterus sororculus,,Africa,Madagascar,Unknown,Least concern (LC)
Brown-bellied broad-nosed bat,Platyrrhinus fusciventris,,"South America, North America","Trinidad and Tobago, Ecuador, Brazil, Colombia, Guyana, Suriname, Venezuela",Stable,Least concern (LC)
Kalko's round-eared bat,Lophostoma kalkoae,,North America,Panama,Unknown,Data deficient (DD)
Boeadi's roundleaf bat,Hipposideros boeadii,,Asia,Indonesia,Unknown,Data deficient (DD)
Hairy Atlantic spiny rat,Trinomys setosus,,South America,Brazil,Unknown,Least concern (LC)
