Chinese water myotis,Myotis laniger,,Asia,"China, India, Viet Nam",Unknown,Least concern (LC)
Myotis izecksohni,Myotis izecksohni,,South America,Brazil,Unknown,Data deficient (DD)
Peracchi's nectar bat,Lonchophylla peracchii,,South America,Brazil,Stable,Least concern (LC)
Sucre spiny rat,Proechimys urichi,,"South America, North America","Trinidad and Tobago, Venezuela",Unknown,Data deficient (DD)
Eumops delticus,Eumops delticus,,South America,"Brazil, Colombia, Peru",Unknown,Data deficient (DD)
Moojen's Atlantic spiny rat,Trinomys moojeni,,South America,Brazil,Decreasing,Endangered (EN)
White-spined Atlantic spiny rat,Trinomys albispinus,,South America,Brazil,Unknown,Least concern (LC)
Mamore arboreal rice rat,Oecomys mamorae,,South America,"Bolivia, Brazil, Paraguay",Stable,Least concern (LC)
Spiked Atlantic spiny rat,Trinomys paratus,,South America,Brazil,Unknown,Data deficient (DD)
Caparaó grass mouse,Akodon mystax,,South America,Brazil,Unknown,Data deficient (DD)
Harrison's tube-nosed bat,Murina harrisoni,,Asia,"China, Cambodia, Laos, Myanmar, Thailand, Viet Nam",Unknown,Least concern (LC)
Hills' horseshoe bat,Rhinolophus hillorum,,Africa,"Cameroon, Guinea, Liberia, Nigeria",Decreasing,Near Threatened (NT)
Gracile Atlantic spiny rat,Trinomys gratiosus,,South America,Brazil,Unknown,Least concern (LC)
Dark-caped Atlantic spiny rat,Trinomys mirapitanga,,South America,Brazil,Unknown,Data deficient (DD)
Mouse-tailed Atlantic spiny rat,Trinomys myosuros,,South America,Brazil,Unknown,Least concern (LC)
Black Mamba,Dendroaspis polylepis,11 yrs,Africa,"Angola, Botswana, Central African Republic, DR Congo, Eritrea, Ethiopia, Kenya, Malawi, Mozambique,  Namibia,",Stable,Least concern (LC)
King Cobra,Ophiophagus hannah,20 yrs,Asia,"Bangladesh,  Bhutan, Brunei, Cambodia, China, Hong Kong, India, Indonesia, Laos, Malaysia,",Decreasing,Vulnerable (VU)
Water Moccasin,Agkistrodon piscivorus,24 yrs,North America,United States,Stable,Least concern (LC)
Common Snapping Turtle,Chelydra serpentina,30-40 yrs,North America,"Canada, United States",Stable,Least concern (LC)
Copperhead,Agkistrodon contortrix,15-29 yrs,North America,"Mexico, United States",Stable,Least concern (LC)
American Alligator,Alligator mississippiensis,35-80 yrs,North America,United States,Increasing,Least concern (LC)
Leatherback sea turtle,Dermochelys coriacea,,"Europe, North America, Asia, South America, Africa","Antigua and Barbuda, Bahamas, Barbados, Cuba, Dominica, Dominican Republic, Grenada, Guadeloupe, Jamaica, Saint Kitts and Nevis,",Decreasing,Vulnerable (VU)
Mugger,Crocodylus palustris,20-40 yrs,Asia,"India, Iran, Nepal, Pakistan, Sri Lanka",Stable,Vulnerable (VU)
American Crocodile,Crocodylus acutus,50-70 yrs,"North America, South America","Belize, Colombia, Costa Rica, Cuba, Dominican Republic, Ecuador, El Salvador, Guatemala, Honduras, Jamaica,",Increasing,Vulnerable (VU)
Nile Crocodile,Crocodylus niloticus,50-80 yrs,Africa,"Cote d'Ivoire, Egypt, Equatorial Guinea, Eritrea, Ethiopia, Gabon, Gambia, Ghana, Guinea, Guinea-Bissau, Kenya, Liberia, Madagascar, Malawi, Mali, Mauritania, Mozambique, Namibia, Niger, Nigeria, Rwanda, Senegal, Sierra Leone,   Somalia, South Africa, South Sudan, Sudan, Swaziland, Tanzania, Togo, Uganda, Zambia,  Zimbabwe",Stable,Least concern (LC)
Corn Snake,Pantherophis guttatus,6-23 yrs,North America,United States,Stable,Least concern (LC)
Common European Adder,Vipera berus,10-15 yrs,"Europe, Asia","Albania, Austria, Belarus, Belgium, Bosnia and Herzegovina, Bulgaria, China, Croatia, Czech Republic, Denmark,",Decreasing,Least concern (LC)
Gila Monster,Heloderma suspectum,20-30 yrs,North America,"Mexico, United States  Arizona, California, Nevada, Utah, New Mexico",Decreasing,Near Threatened (NT)
Timber Rattlesnake,Crotalus horridus,30-37 yrs,North America,United States,Decreasing,Least concern (LC)
Burmese Python,Python bivittatus,20-25 yrs,Asia,"Bangladesh, Cambodia, China, Hong Kong, India, Indonesia, Laos, Myanmar, Nepal, Thailand,",Decreasing,Vulnerable (VU)
Common garter snake,Thamnophis sirtalis,,North America,"Mexico, Canada, United States",Stable,Least concern (LC)
Painted Turtle,Chrysemys picta,20-30 yrs,North America,"Canada, United States, Mexico  Germany, Indonesia, Philippines, Spain",Stable,Least concern (LC)
Milk Snake,Lampropeltis triangulum,12-21 yrs,"North America, South America","Canada, United States, Mexico, Ecuador, Venezuela",Stable,Least concern (LC)
Common House Gecko,Hemidactylus frenatus,5 yrs,"Asia, Oceania, North America","Bangladesh, Bhutan, Cambodia, China, Hong Kong, India, Indonesia, Japan, Malaysia, Myanmar,",Stable,Least concern (LC)
Ring-Necked Snake,Diadophis punctatus,6-20 yrs,North America,"Canada, Mexico, United States",Stable,Least concern (LC)
Green Sea Turtle,Chelonia mydas,90 yrs,"Oceania, Africa, North America, Asia, South America","Angola, Antigua and Barbuda, Australia, Bahrain, Bangladesh, Barbados, Belize, Brazil, China, Colombia,",Decreasing,Endangered (EN)
Loggerhead sea turtle,Caretta caretta,,"Europe, North America, South America, Asia, Africa","Bahamas, Barbados, Cuba, Dominican Republic, Grenada, Guadeloupe, Jamaica, Saint Kitts and Nevis, Saint Lucia, Saint Vincent and the Grenadines,",Decreasing,Vulnerable (VU)
Slowworm,Anguis fragilis,30-54 yrs,"Europe, Asia","Albania, Andorra, Armenia, Austria, Azerbaijan, Belarus, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia,",Stable,Least concern (LC)
Eastern Brown Snake,Pseudonaja textilis,15 yrs,Oceania,"Australia, Papua New Guinea",Stable,Least concern (LC)
Western Rat Snake,Pantherophis obsoletus,10-15 yrs,North America,United States,Stable,Least concern (LC)
American Five-Lined Skink,Plestiodon fasciatus,6 yrs,North America,"Canada, United States",Stable,Least concern (LC)
Plains Garter Snake,Thamnophis radix,8.5 yrs,North America,"Canada, United States",Stable,Least concern (LC)
American Anole,Anolis carolinensis,2-8 yrs,North America,United States,Stable,Least concern (LC)
California Kingsnake,Lampropeltis californiae,30-40 yrs,North America,"Mexico, United States",Stable,Least concern (LC)
Western Diamondback Rattlesnake,Crotalus atrox,15-20 yrs,North America,"Mexico, United States",Stable,Least concern (LC)
Eastern Diamondback Rattlesnake,Crotalus adamanteus,15-20 yrs,North America,United States,Decreasing,Least concern (LC)
Hawksbill Sea Turtle,Eretmochelys imbricata,30-50 yrs,"Oceania, North America, Asia, South America, Africa","Antigua and Barbuda, Australia, Bahamas, Bahrain, Barbados, Belize, Brazil,  Cambodia, China, Colombia,",Decreasing,Critically endangered (CR)
Tiger Snake,Notechis scutatus,10-15 yrs,Oceania,Australia,Stable,Least concern (LC)
Eastern Hognose Snake,Heterodon platirhinos,12 yrs,North America,"Canada, United States   Nearctic",Stable,Least concern (LC)
Eastern Indigo Snake,Drymarchon couperi,17-25 yrs,North America,United States,Decreasing,Least concern (LC)
Chinese Alligator,Alligator sinensis,50-70 yrs,Asia,China,Stable,Critically endangered (CR)
Eastern Racer,Coluber constrictor,10 yrs,North America,"Belize, Canada, United States, Guatemala, Mexico",Stable,Least concern (LC)
Argentine Black and White Tegu,Salvator merianae,15-20 yrs,South America,"Argentina, Bolivia, Brazil, Paraguay",Stable,Least concern (LC)
Bengal Monitor,Varanus bengalensis,22 yrs,Asia,"Afghanistan, Bangladesh, Cambodia, China, India, Indonesia, Iran, Laos, Malaysia, Myanmar,",Decreasing,Least concern (LC)
Diamondback Terrapin,Malaclemys terrapin,25 yrs,North America,United States,Decreasing,Vulnerable (VU)
Brown Snake,Storeria dekayi,7 yrs,North America,"Canada, Guatemala, Honduras, Mexico, United States, El Salvador",Stable,Least concern (LC)
Gharial,Gavialis gangeticus,29 yrs,Asia,"India, Nepal",Decreasing,Critically endangered (CR)
Banded Krait,Bungarus fasciatus,,Asia,"Singapore, Thailand, Viet Nam",Stable,Least concern (LC)
Brown Anole,Anolis sagrei,5-8 yrs,"South America, North America, Asia","Cuba, Bahamas",Stable,Least concern (LC)
Marine Iguana,Amblyrhynchus cristatus,30 yrs,South America,Ecuador,Decreasing,Vulnerable (VU)
Smooth Green Snake,Opheodrys vernalis,6 yrs,North America,"Canada, Mexico, United States",Stable,Least concern (LC)
Mediterranean House Gecko,Hemidactylus turcicus,8 yrs,"Europe, Asia,  Africa","Albania, Algeria, Bosnia and Herzegovina, Croatia, Cyprus, Egypt, Greece, Israel, Italy, Lebanon,",Increasing,Least concern (LC)
Egyptian Cobra,Naja haje,20 yrs,Africa,"Algeria, Burkina Faso, Cameroon, Chad, Djibouti, Egypt, Eritrea, Ethiopia, Kenya, Libya,",Decreasing,Least concern (LC)
Long-Nosed Whip Snake,Ahaetulla nasuta,,Asia,"India, Sri Lanka, Bangladesh, Myanmar, Thailand, Cambodia, Viet Nam",Stable,Least concern (LC)
Rubber Boa,Charina bottae,7.5-30 yrs,North America,"Canada, United States",Stable,Least concern (LC)
Gopher Snake,Pituophis catenifer,12-33 yrs,North America,"Canada, Mexico,  United States",Stable,Least concern (LC)
Sidewinder,Crotalus cerastes,5-20 yrs,North America,"Mexico,  United States",Stable,Least concern (LC)
Common Death Adder,Acanthophis antarcticus,9 yrs,Oceania,Australia,Decreasing,Least concern (LC)
Thorny Devil,Moloch horridus,15-20 yrs,Oceania,Australia,Stable,Least concern (LC)
Mojave Rattlesnake,Crotalus scutulatus,12.5 yrs,North America,"Mexico, United States",Stable,Least concern (LC)
Western Fence Lizard,Sceloporus occidentalis,5-7 yrs,North America,"Mexico, United States",Stable,Least concern (LC)
Herman's Tortoise,Testudo hermanni,30-75 yrs,"Europe, Asia","Albania, Bosnia and Herzegovina, Bulgaria, Croatia, France, Greece, Italy, Montenegro, Romania, Serbia,",Decreasing,Near Threatened (NT)
Ribbon Snake,Thamnophis saurita,10-11 yrs,North America,"United States, Canada",Stable,Least concern (LC)
Nose-Horned Viper,Vipera ammodytes,22 yrs,"Europe, Asia","Albania, Austria, Bosnia and Herzegovina, Bulgaria,  Croatia, Georgia, Greece, Italy, Montenegro, Macedonia,",Decreasing,Least concern (LC)
Brown Tree Snake,Boiga irregularis,10-15 yrs,"Asia, Oceania","Australia, Indonesia, Papua New Guinea, Solomon Islands",Stable,Least concern (LC)
Mulga Snake,Pseudechis australis,25 yrs,Oceania,Australia,Decreasing,Least concern (LC)
Freshwater Crocodile,Crocodylus johnsoni,50 yrs,Oceania,Australia,Stable,Least concern (LC)
Indian Star Tortoise,Geochelone elegans,25-80 yrs,Asia,"India, Pakistan, Sri Lanka",Decreasing,Vulnerable (VU)
Eastern Kingsnake,Lampropeltis getula,25 yrs,North America,United States,Stable,Least concern (LC)
Prairie Rattlesnake,Crotalus viridis,16-24 yrs,North America,"Canada, Mexico,  United States",Stable,Least concern (LC)
Cuvier's Dwarf Caiman,Paleosuchus palpebrosus,20-60 yrs,"South America, North America","Bolivia, Brazil, Colombia,  Ecuador, Guyana, Paraguay, Peru, Suriname, Trinidad and Tobago, Venezuela",Stable,Least concern (LC)
Texas Horned Lizard,Phrynosoma cornutum,7 yrs,North America,"Mexico, United States",Stable,Least concern (LC)
Coachwhip,Masticophis flagellum,13-20 yrs,North America,"Mexico, United States",Stable,Least concern (LC)
Pygmy Rattlesnake,Sistrurus miliarius,16 yrs,North America,United States,Stable,Least concern (LC)
Orinoco Crocodile,Crocodylus intermedius,60-80 yrs,South America,"Colombia, Venezuela",Decreasing,Critically endangered (CR)
Carpet Python,Morelia spilota,20 yrs,"Asia, Oceania","Australia, Indonesia, Papua New Guinea",Decreasing,Least concern (LC)
Black-Tailed Rattlesnake,Crotalus molossus,15-20 yrs,North America,"Mexico, United States",Stable,Least concern (LC)
Perentie,Varanus giganteus,15-20 yrs,Oceania,Australia,Stable,Least concern (LC)
Diamondback Water Snake,Nerodia rhombifer,10 yrs,North America,"Mexico, United States",Stable,Least concern (LC)
Yellow-Bellied Sea Snake,Hydrophis platurus,2 yrs,"North America, Asia, Africa, South America, Oceania","Samoa, Australia, Bahrain, Bangladesh, Cambodia, China, Colombia, Costa Rica, Djibouti, Ecuador,",Stable,Least concern (LC)
Green Tree Python,Morelia viridis,12-20 yrs,"Asia, Oceania","Australia, Indonesia, Papua New Guinea",Stable,Least concern (LC)
Kemp's ridley sea turtle,Lepidochelys kempii,,North America,"Mexico, United States",Unknown,Critically endangered (CR)
Rinkhals,Hemachatus haemachatus,20-25 yrs,Africa,"Lesotho, South Africa, Zimbabwe",Stable,Least concern (LC)
Scarlet Kingsnake,Lampropeltis elapsoides,22 yrs,North America,United States,Stable,Least concern (LC)
Many-Banded Krait,Bungarus multicinctus,9-13 yrs,Asia,"China, Laos, Myanmar, Taiwan, Thailand, Viet Nam",Decreasing,Least concern (LC)
Western Hognose Snake,Heterodon nasicus,9-20 yrs,North America,"Canada, Mexico, United States",Stable,Least concern (LC)
Veiled Chameleon,Chamaeleo calyptratus,5-8 yrs,Asia,"Saudi Arabia, Yemen",Stable,Least concern (LC)
New Mexico Whiptail,Aspidoscelis neomexicanus,3 yrs,North America,"Mexico, United States",Stable,Least concern (LC)
Chinese Water Dragon,Physignathus cocincinus,10-15 yrs,Asia,"Cambodia, China, Laos, Thailand, Viet Nam",Decreasing,Vulnerable (VU)
Wood Turtle,Glyptemys insculpta,40-58 yrs,North America,"Canada, United States",Decreasing,Endangered (EN)
Mamushi,Gloydius blomhoffii,14 yrs,Asia,"Japan, Russia",Stable,Least concern (LC)
Blanding's Turtle,Emydoidea blandingii,70-80 yrs,North America,"Canada, United States",Decreasing,Endangered (EN)
Yellow-Lipped Sea Krait,Laticauda colubrina,,"Asia, Oceania","Cambodia, China, Fiji, India, Indonesia, Japan,  Malaysia, Federated States of Micronesia, Myanmar, Palau,",Stable,Least concern (LC)
Plain-Bellied Water Snake,Nerodia erythrogaster,8-15 yrs,North America,"Mexico, United States",Stable,Least concern (LC)
Eastern Fence Lizard,Sceloporus undulatus,4-5 yrs,North America,"Mexico, United States",Stable,Least concern (LC)
Jackson's Chameleon,Trioceros jacksonii,10 yrs,Africa,"Kenya, Tanzania",Stable,Least concern (LC)
Pine Snake,Pituophis melanoleucus,5-10 yrs,North America,United States,Decreasing,Least concern (LC)
Asp Viper,Vipera aspis,15-20 yrs,Europe,"France, Germany, Italy, Slovenia, Spain, Switzerland",Decreasing,Least concern (LC)
Eastern Coral Snake,Micrurus fulvius,7 yrs,North America,"Mexico, United States",Stable,Least concern (LC)
Spectacled Caiman,Caiman crocodilus,20-40 yrs,"South America, North America","Brazil, Colombia, Costa Rica, Ecuador, El Salvador, Guatemala, Guyana, Honduras, Mexico, Nicaragua,",Stable,Least concern (LC)
Southern Alligator Lizard,Elgaria multicarinata,10-15 yrs,North America,"Mexico, United States  Nearctic",Decreasing,Least concern (LC)
Common Basilisk,Basiliscus basiliscus,2-7 yrs,"South America, North America","Colombia, Costa Rica, Nicaragua, Panama, Venezuela",Stable,Least concern (LC)
Western Rattlesnake,Crotalus oreganus,15-20 yrs,North America,"Canada, Mexico, United States",Stable,Least concern (LC)
Spiny Softshell Turtle,Apalone spinifera,50 yrs,North America,"Canada, Mexico, United States",Stable,Least concern (LC)
Panther Chameleon,Furcifer pardalis,1-5 yrs,Africa,Madagascar,Stable,Least concern (LC)
Philippine Crocodile,Crocodylus mindorensis,70-80 yrs,Asia,Philippines,Decreasing,Critically endangered (CR)
Monocled Cobra,Naja kaouthia,13-20 yrs,Asia,"Bangladesh, Bhutan, Cambodia, China, India, Laos, Malaysia, Myanmar, Nepal, Thailand,",Decreasing,Least concern (LC)
Siamese Crocodile,Crocodylus siamensis,25-35 days,Asia,"Cambodia, Indonesia, Laos, Thailand",Decreasing,Critically endangered (CR)
Rough Green Snake,Opheodrys aestivus,5-8 yrs,North America,"Mexico, United States",Stable,Least concern (LC)
Mexican Beaded Lizard,Heloderma horridum,22 yrs,North America,"Mexico, Guatemala",Decreasing,Least concern (LC)
Amethystine Python,Simalia amethistina,20 yrs,"Oceania, Asia","Australia, Indonesia, Papua New Guinea",Stable,Least concern (LC)
Rosy Boa,Charina trivirgata,18-22 yrs,North America,"Mexico, United States",Decreasing,Least concern (LC)
Texas Spiny Lizard,Sceloporus olivaceus,7 yrs,North America,"Mexico, United States",Stable,Least concern (LC)
Gold Dust Day Gecko,Phelsuma laticauda,10 yrs,Africa,"Madagascar, Seychelles",Stable,Least concern (LC)
Western Skink,Plestiodon skiltonianus,10 yrs,North America,"Canada, Mexico, United States",Stable,Least concern (LC)
Stejneger's Pit Viper,Trimeresurus stejnegeri,,Asia,"Cambodia, China, India, Laos, Myanmar, Taiwan, Viet Nam",Stable,Least concern (LC)
Philippine Cobra,Naja philippinensis,20 yrs,Asia,Philippines,Decreasing,Near Threatened (NT)
Mud Snake,Farancia abacura,19 yrs,North America,United States,Stable,Least concern (LC)
Sheltopusik,Pseudopus apodus,50 yrs,"Europe, Asia","Afghanistan, Albania, Armenia, Azerbaijan, Bosnia and Herzegovina, Bulgaria, Croatia, Georgia, Greece, Iran,",Stable,Least concern (LC)
Green Vine Snake,Oxybelis fulgidus,9-15 yrs,"South America,  North America","Argentina, Belize, Brazil, Colombia, Costa Rica, Ecuador, Guatemala, Guyana, Honduras, Mexico,",Stable,Least concern (LC)
Queen Snake,Regina septemvittata,19 yrs,North America,"Canada, United States",Stable,Least concern (LC)
Prairie Kingsnake,Lampropeltis calligaster,15-23 yrs,North America,United States,Stable,Least concern (LC)
Eyelash Viper,Bothriechis schlegelii,10-20 yrs,"South America, North America","Belize, Colombia, Costa Rica,  Ecuador, Guatemala, Honduras, Mexico, Nicaragua, Panama, Peru,",Stable,Least concern (LC)
Brown Water Snake,Nerodia taxispilota,6 yrs,North America,United States,Stable,Least concern (LC)
Pond Slider,Trachemys scripta,20-50 yrs,North America,"Mexico, United States",Stable,Least concern (LC)
Pig-Nosed Turtle,Carettochelys insculpta,25-30 yrs,"Oceania, Asia","Australia, Indonesia, Papua New Guinea",Decreasing,Endangered (EN)
Banded Water Snake,Nerodia fasciata,7-8 yrs,North America,United States,Stable,Least concern (LC)
Speckled Kingsnake,Lampropeltis holbrooki,20 yrs,North America,"Mexico, United States",Stable,Least concern (LC)
Lace Monitor,Varanus varius,20 yrs,Oceania,Australia,Stable,Least concern (LC)
Arabian Sand Boa,Eryx jayakari,20-30 yrs,Asia,"Iran, Kuwait, Oman, Saudi Arabia, Yemen, Iraq",Stable,Least concern (LC)
Northern Boa,Boa imperator,20-40 yrs,"North America, South America","Belize, Colombia, Costa Rica, Ecuador, El Salvador, Guatemala, Honduras, Mexico, Nicaragua, Panama",Stable,Least concern (LC)
Western Green Mamba,Dendroaspis viridis,18 yrs,Africa,"Benin, Gambia, Guinea, Guinea-Bissau, Senegal, Sierra Leone, Togo",Stable,Least concern (LC)
Common Collared Lizard,Crotaphytus collaris,5-8 yrs,North America,"Mexico, United States",Stable,Least concern (LC)
Morelet's Crocodile,Crocodylus moreletii,50-80 yrs,North America,"Belize, Guatemala, Mexico",Stable,Least concern (LC)
